date,time,open,close
2020-03-19,20200319144500000,5.0800,5.0600
2020-03-19,20200319145000000,5.0600,5.0500
2020-03-19,20200319145500000,5.0500,5.0700
2020-03-19,20200319150000000,5.0800,5.0700
2020-03-20,20200320093500000,5.1100,5.1200
2020-03-20,20200320094000000,5.1200,5.1500
2020-03-20,20200320094500000,5.1400,5.1300
2020-03-20,20200320095000000,5.1200,5.1400
2020-03-20,20200320095500000,5.1400,5.1500
2020-03-20,20200320100000000,5.1500,5.1500
2020-03-20,20200320100500000,5.1500,5.1400
2020-03-20,20200320101000000,5.1400,5.1400
2020-03-20,20200320101500000,5.1400,5.1500
2020-03-20,20200320102000000,5.1600,5.1600
2020-03-20,20200320102500000,5.1700,5.1900
2020-03-20,20200320103000000,5.1800,5.1700
2020-03-20,20200320103500000,5.1700,5.1700
2020-03-20,20200320104000000,5.1700,5.1700
2020-03-20,20200320104500000,5.1700,5.1600
2020-03-20,20200320105000000,5.1600,5.1500
2020-03-20,20200320105500000,5.1600,5.1700
2020-03-20,20200320110000000,5.1700,5.1800
2020-03-20,20200320110500000,5.1700,5.1600
2020-03-20,20200320111000000,5.1600,5.1500
2020-03-20,20200320111500000,5.1400,5.1400
2020-03-20,20200320112000000,5.1400,5.1300
2020-03-20,20200320112500000,5.1300,5.1300
2020-03-20,20200320113000000,5.1300,5.1400
2020-03-20,20200320130500000,5.1500,5.1400
2020-03-20,20200320131000000,5.1600,5.1400
2020-03-20,20200320131500000,5.1500,5.1500
2020-03-20,20200320132000000,5.1500,5.1400
2020-03-20,20200320132500000,5.1400,5.1300
2020-03-20,20200320133000000,5.1400,5.1400
2020-03-20,20200320133500000,5.1500,5.1400
2020-03-20,20200320134000000,5.1500,5.1600
2020-03-20,20200320134500000,5.1700,5.1600
2020-03-20,20200320135000000,5.1600,5.1600
2020-03-20,20200320135500000,5.1700,5.1600
2020-03-20,20200320140000000,5.1700,5.1800
2020-03-20,20200320140500000,5.1800,5.1900
2020-03-20,20200320141000000,5.1900,5.2000
2020-03-20,20200320141500000,5.2000,5.1900
2020-03-20,20200320142000000,5.2000,5.2100
2020-03-20,20200320142500000,5.2100,5.2100
2020-03-20,20200320143000000,5.2100,5.2200
2020-03-20,20200320143500000,5.2200,5.2300
2020-03-20,20200320144000000,5.2200,5.2200
2020-03-20,20200320144500000,5.2300,5.2200
2020-03-20,20200320145000000,5.2200,5.2200
2020-03-20,20200320145500000,5.2300,5.2400
2020-03-20,20200320150000000,5.2400,5.2200
2020-03-23,20200323093500000,5.0800,5.1500
2020-03-23,20200323094000000,5.1500,5.1300
2020-03-23,20200323094500000,5.1200,5.1300
2020-03-23,20200323095000000,5.1300,5.1400
2020-03-23,20200323095500000,5.1500,5.1600
2020-03-23,20200323100000000,5.1600,5.1500
2020-03-23,20200323100500000,5.1500,5.1300
2020-03-23,20200323101000000,5.1300,5.1100
2020-03-23,20200323101500000,5.1200,5.1100
2020-03-23,20200323102000000,5.1000,5.1100
2020-03-23,20200323102500000,5.1000,5.1100
2020-03-23,20200323103000000,5.1000,5.1400
2020-03-23,20200323103500000,5.1300,5.1300
2020-03-23,20200323104000000,5.1300,5.1400
2020-03-23,20200323104500000,5.1400,5.1200
2020-03-23,20200323105000000,5.1200,5.1400
2020-03-23,20200323105500000,5.1300,5.1300
2020-03-23,20200323110000000,5.1300,5.1300
2020-03-23,20200323110500000,5.1400,5.1600
2020-03-23,20200323111000000,5.1700,5.1500
2020-03-23,20200323111500000,5.1500,5.1500
2020-03-23,20200323112000000,5.1400,5.1500
2020-03-23,20200323112500000,5.1400,5.1600
2020-03-23,20200323113000000,5.1600,5.1800
2020-03-23,20200323130500000,5.1800,5.1700
2020-03-23,20200323131000000,5.1600,5.1700
2020-03-23,20200323131500000,5.1600,5.1600
2020-03-23,20200323132000000,5.1500,5.1400
2020-03-23,20200323132500000,5.1400,5.1400
2020-03-23,20200323133000000,5.1400,5.1400
2020-03-23,20200323133500000,5.1400,5.1300
2020-03-23,20200323134000000,5.1400,5.1300
2020-03-23,20200323134500000,5.1300,5.1400
2020-03-23,20200323135000000,5.1300,5.1300
2020-03-23,20200323135500000,5.1300,5.1300
2020-03-23,20200323140000000,5.1400,5.1300
2020-03-23,20200323140500000,5.1300,5.1400
2020-03-23,20200323141000000,5.1500,5.1500
2020-03-23,20200323141500000,5.1600,5.1500
2020-03-23,20200323142000000,5.1400,5.1500
2020-03-23,20200323142500000,5.1600,5.1600
2020-03-23,20200323143000000,5.1400,5.1400
2020-03-23,20200323143500000,5.1400,5.1300
2020-03-23,20200323144000000,5.1200,5.1200
2020-03-23,20200323144500000,5.1300,5.1200
2020-03-23,20200323145000000,5.1300,5.1100
2020-03-23,20200323145500000,5.1100,5.1100
2020-03-23,20200323150000000,5.1200,5.1100
2020-03-24,20200324093500000,5.2000,5.1800
2020-03-24,20200324094000000,5.1700,5.1900
2020-03-24,20200324094500000,5.2000,5.2000
2020-03-24,20200324095000000,5.1900,5.2000
2020-03-24,20200324095500000,5.2000,5.2100
2020-03-24,20200324100000000,5.2200,5.2100
2020-03-24,20200324100500000,5.2000,5.1800
2020-03-24,20200324101000000,5.1700,5.1700
2020-03-24,20200324101500000,5.1700,5.1600
2020-03-24,20200324102000000,5.1600,5.1700
2020-03-24,20200324102500000,5.1800,5.1500
2020-03-24,20200324103000000,5.1400,5.1500
2020-03-24,20200324103500000,5.1500,5.1500
2020-03-24,20200324104000000,5.1500,5.1500
2020-03-24,20200324104500000,5.1500,5.1500
2020-03-24,20200324105000000,5.1500,5.1400
2020-03-24,20200324105500000,5.1400,5.1600
2020-03-24,20200324110000000,5.1700,5.1700
2020-03-24,20200324110500000,5.1700,5.1600
2020-03-24,20200324111000000,5.1600,5.1500
2020-03-24,20200324111500000,5.1400,5.1300
2020-03-24,20200324112000000,5.1300,5.1300
2020-03-24,20200324112500000,5.1200,5.1200
2020-03-24,20200324113000000,5.1100,5.1300
2020-03-24,20200324130500000,5.1300,5.1400
2020-03-24,20200324131000000,5.1500,5.1400
2020-03-24,20200324131500000,5.1400,5.1500
2020-03-24,20200324132000000,5.1400,5.1300
2020-03-24,20200324132500000,5.1400,5.1500
2020-03-24,20200324133000000,5.1500,5.1400
2020-03-24,20200324133500000,5.1400,5.1200
2020-03-24,20200324134000000,5.1200,5.1300
2020-03-24,20200324134500000,5.1200,5.1100
2020-03-24,20200324135000000,5.1100,5.1000
2020-03-24,20200324135500000,5.1000,5.1100
2020-03-24,20200324140000000,5.1000,5.1300
2020-03-24,20200324140500000,5.1300,5.1400
2020-03-24,20200324141000000,5.1400,5.1300
2020-03-24,20200324141500000,5.1300,5.1300
2020-03-24,20200324142000000,5.1300,5.1500
2020-03-24,20200324142500000,5.1500,5.1600
2020-03-24,20200324143000000,5.1700,5.1700
2020-03-24,20200324143500000,5.1700,5.1700
2020-03-24,20200324144000000,5.1600,5.1600
2020-03-24,20200324144500000,5.1700,5.1800
2020-03-24,20200324145000000,5.1700,5.1800
2020-03-24,20200324145500000,5.1800,5.1700
2020-03-24,20200324150000000,5.1700,5.1700
2020-03-25,20200325093500000,5.2700,5.2400
2020-03-25,20200325094000000,5.2500,5.2600
2020-03-25,20200325094500000,5.2500,5.2700
2020-03-25,20200325095000000,5.2600,5.2500
2020-03-25,20200325095500000,5.2400,5.2400
2020-03-25,20200325100000000,5.2300,5.2300
2020-03-25,20200325100500000,5.2200,5.2100
2020-03-25,20200325101000000,5.2200,5.2300
2020-03-25,20200325101500000,5.2200,5.2300
2020-03-25,20200325102000000,5.2400,5.2300
2020-03-25,20200325102500000,5.2300,5.2300
2020-03-25,20200325103000000,5.2300,5.2200
2020-03-25,20200325103500000,5.2200,5.2100
2020-03-25,20200325104000000,5.2200,5.2300
2020-03-25,20200325104500000,5.2300,5.2300
2020-03-25,20200325105000000,5.2300,5.2100
2020-03-25,20200325105500000,5.2100,5.2300
2020-03-25,20200325110000000,5.2200,5.2300
2020-03-25,20200325110500000,5.2300,5.2300
2020-03-25,20200325111000000,5.2300,5.2300
2020-03-25,20200325111500000,5.2300,5.2300
2020-03-25,20200325112000000,5.2300,5.2200
2020-03-25,20200325112500000,5.2300,5.2100
2020-03-25,20200325113000000,5.2100,5.2200
2020-03-25,20200325130500000,5.2200,5.2300
2020-03-25,20200325131000000,5.2300,5.2200
2020-03-25,20200325131500000,5.2200,5.2100
2020-03-25,20200325132000000,5.2100,5.2200
2020-03-25,20200325132500000,5.2200,5.2300
2020-03-25,20200325133000000,5.2300,5.2400
2020-03-25,20200325133500000,5.2300,5.2300
2020-03-25,20200325134000000,5.2400,5.2300
2020-03-25,20200325134500000,5.2400,5.2300
2020-03-25,20200325135000000,5.2400,5.2500
2020-03-25,20200325135500000,5.2500,5.2600
2020-03-25,20200325140000000,5.2600,5.2800
2020-03-25,20200325140500000,5.2800,5.2800
2020-03-25,20200325141000000,5.2800,5.2700
2020-03-25,20200325141500000,5.2700,5.2800
2020-03-25,20200325142000000,5.2900,5.2700
2020-03-25,20200325142500000,5.2800,5.2800
2020-03-25,20200325143000000,5.2900,5.2800
2020-03-25,20200325143500000,5.2900,5.2900
2020-03-25,20200325144000000,5.2900,5.2800
2020-03-25,20200325144500000,5.2800,5.2800
2020-03-25,20200325145000000,5.2700,5.2800
2020-03-25,20200325145500000,5.2900,5.2700
2020-03-25,20200325150000000,5.2800,5.2700
2020-03-26,20200326093500000,5.2300,5.2300
2020-03-26,20200326094000000,5.2300,5.2100
2020-03-26,20200326094500000,5.2100,5.2300
2020-03-26,20200326095000000,5.2300,5.2100
2020-03-26,20200326095500000,5.2100,5.2300
2020-03-26,20200326100000000,5.2200,5.2100
2020-03-26,20200326100500000,5.2200,5.2000
2020-03-26,20200326101000000,5.2100,5.1800
2020-03-26,20200326101500000,5.1900,5.1900
2020-03-26,20200326102000000,5.2000,5.2000
2020-03-26,20200326102500000,5.2100,5.2200
2020-03-26,20200326103000000,5.2200,5.2100
2020-03-26,20200326103500000,5.2100,5.2200
2020-03-26,20200326104000000,5.2300,5.2100
2020-03-26,20200326104500000,5.2100,5.2200
2020-03-26,20200326105000000,5.2200,5.2200
2020-03-26,20200326105500000,5.2200,5.2100
2020-03-26,20200326110000000,5.2100,5.2200
2020-03-26,20200326110500000,5.2200,5.2300
2020-03-26,20200326111000000,5.2300,5.2300
2020-03-26,20200326111500000,5.2200,5.2100
2020-03-26,20200326112000000,5.2200,5.2200
2020-03-26,20200326112500000,5.2200,5.2100
2020-03-26,20200326113000000,5.2200,5.2100
2020-03-26,20200326130500000,5.2200,5.2000
2020-03-26,20200326131000000,5.2100,5.2000
2020-03-26,20200326131500000,5.2000,5.2100
2020-03-26,20200326132000000,5.2200,5.2200
2020-03-26,20200326132500000,5.2200,5.2200
2020-03-26,20200326133000000,5.2100,5.2100
2020-03-26,20200326133500000,5.2000,5.2000
2020-03-26,20200326134000000,5.2100,5.2000
2020-03-26,20200326134500000,5.2100,5.1900
2020-03-26,20200326135000000,5.1900,5.2000
2020-03-26,20200326135500000,5.2000,5.2000
2020-03-26,20200326140000000,5.1900,5.1900
2020-03-26,20200326140500000,5.2000,5.1900
2020-03-26,20200326141000000,5.2000,5.1900
2020-03-26,20200326141500000,5.1900,5.1900
2020-03-26,20200326142000000,5.2000,5.1900
2020-03-26,20200326142500000,5.1900,5.1900
2020-03-26,20200326143000000,5.1900,5.2000
2020-03-26,20200326143500000,5.2000,5.1900
2020-03-26,20200326144000000,5.1900,5.1900
2020-03-26,20200326144500000,5.2000,5.1800
2020-03-26,20200326145000000,5.1800,5.1800
2020-03-26,20200326145500000,5.1800,5.1900
2020-03-26,20200326150000000,5.1900,5.1900
2020-03-27,20200327093500000,5.2600,5.2200
2020-03-27,20200327094000000,5.2200,5.2200
2020-03-27,20200327094500000,5.2200,5.2300
2020-03-27,20200327095000000,5.2300,5.2300
2020-03-27,20200327095500000,5.2300,5.2300
2020-03-27,20200327100000000,5.2300,5.2600
2020-03-27,20200327100500000,5.2600,5.3000
2020-03-27,20200327101000000,5.3000,5.3000
2020-03-27,20200327101500000,5.3000,5.3300
2020-03-27,20200327102000000,5.3200,5.3400
2020-03-27,20200327102500000,5.3500,5.3300
2020-03-27,20200327103000000,5.3300,5.3600
2020-03-27,20200327103500000,5.3600,5.3800
2020-03-27,20200327104000000,5.3900,5.3700
2020-03-27,20200327104500000,5.3700,5.3900
2020-03-27,20200327105000000,5.3900,5.3900
2020-03-27,20200327105500000,5.3900,5.3800
2020-03-27,20200327110000000,5.3800,5.3700
2020-03-27,20200327110500000,5.3700,5.3700
2020-03-27,20200327111000000,5.3700,5.3700
2020-03-27,20200327111500000,5.3700,5.3600
2020-03-27,20200327112000000,5.3600,5.3700
2020-03-27,20200327112500000,5.3600,5.3800
2020-03-27,20200327113000000,5.3900,5.4000
2020-03-27,20200327130500000,5.4000,5.3900
2020-03-27,20200327131000000,5.3900,5.3900
2020-03-27,20200327131500000,5.3800,5.3800
2020-03-27,20200327132000000,5.3800,5.3600
2020-03-27,20200327132500000,5.3700,5.3700
2020-03-27,20200327133000000,5.3800,5.3600
2020-03-27,20200327133500000,5.3600,5.3600
2020-03-27,20200327134000000,5.3600,5.3500
2020-03-27,20200327134500000,5.3400,5.3600
2020-03-27,20200327135000000,5.3600,5.3500
2020-03-27,20200327135500000,5.3600,5.3600
2020-03-27,20200327140000000,5.3600,5.3600
2020-03-27,20200327140500000,5.3600,5.3700
2020-03-27,20200327141000000,5.3800,5.3700
2020-03-27,20200327141500000,5.3700,5.3600
2020-03-27,20200327142000000,5.3600,5.3600
2020-03-27,20200327142500000,5.3600,5.3500
2020-03-27,20200327143000000,5.3500,5.3500
2020-03-27,20200327143500000,5.3500,5.3400
2020-03-27,20200327144000000,5.3400,5.3200
2020-03-27,20200327144500000,5.3200,5.3300
2020-03-27,20200327145000000,5.3400,5.3200
2020-03-27,20200327145500000,5.3200,5.3200
2020-03-27,20200327150000000,5.3200,5.3300
2020-03-30,20200330093500000,5.2800,5.3500
2020-03-30,20200330094000000,5.3600,5.3300
2020-03-30,20200330094500000,5.3300,5.3300
2020-03-30,20200330095000000,5.3400,5.3000
2020-03-30,20200330095500000,5.3100,5.3400
2020-03-30,20200330100000000,5.3300,5.3400
2020-03-30,20200330100500000,5.3400,5.3600
2020-03-30,20200330101000000,5.3600,5.3400
2020-03-30,20200330101500000,5.3300,5.3400
2020-03-30,20200330102000000,5.3400,5.3500
2020-03-30,20200330102500000,5.3500,5.3600
2020-03-30,20200330103000000,5.3600,5.3800
2020-03-30,20200330103500000,5.3700,5.3600
2020-03-30,20200330104000000,5.3600,5.3800
2020-03-30,20200330104500000,5.3700,5.3700
2020-03-30,20200330105000000,5.3700,5.3600
2020-03-30,20200330105500000,5.3600,5.3700
2020-03-30,20200330110000000,5.3800,5.3600
2020-03-30,20200330110500000,5.3500,5.3400
2020-03-30,20200330111000000,5.3500,5.3600
2020-03-30,20200330111500000,5.3500,5.3500
2020-03-30,20200330112000000,5.3400,5.3400
2020-03-30,20200330112500000,5.3400,5.3400
2020-03-30,20200330113000000,5.3400,5.3300
2020-03-30,20200330130500000,5.3200,5.3300
2020-03-30,20200330131000000,5.3200,5.3500
2020-03-30,20200330131500000,5.3500,5.3500
2020-03-30,20200330132000000,5.3600,5.3600
2020-03-30,20200330132500000,5.3600,5.3600
2020-03-30,20200330133000000,5.3700,5.3600
2020-03-30,20200330133500000,5.3600,5.3600
2020-03-30,20200330134000000,5.3600,5.3700
2020-03-30,20200330134500000,5.3700,5.3800
2020-03-30,20200330135000000,5.3800,5.3700
2020-03-30,20200330135500000,5.3700,5.3700
2020-03-30,20200330140000000,5.3700,5.3700
2020-03-30,20200330140500000,5.3700,5.3600
2020-03-30,20200330141000000,5.3600,5.3400
2020-03-30,20200330141500000,5.3400,5.3400
2020-03-30,20200330142000000,5.3400,5.3500
2020-03-30,20200330142500000,5.3500,5.3500
2020-03-30,20200330143000000,5.3500,5.3400
2020-03-30,20200330143500000,5.3400,5.3300
2020-03-30,20200330144000000,5.3200,5.3300
2020-03-30,20200330144500000,5.3400,5.3300
2020-03-30,20200330145000000,5.3400,5.3300
2020-03-30,20200330145500000,5.3400,5.3500
2020-03-30,20200330150000000,5.3400,5.3600
2020-03-31,20200331093500000,5.3900,5.3500
2020-03-31,20200331094000000,5.3500,5.3300
2020-03-31,20200331094500000,5.3300,5.3400
2020-03-31,20200331095000000,5.3400,5.3300
2020-03-31,20200331095500000,5.3300,5.3300
2020-03-31,20200331100000000,5.3300,5.3300
2020-03-31,20200331100500000,5.3300,5.3300
2020-03-31,20200331101000000,5.3300,5.3300
2020-03-31,20200331101500000,5.3300,5.3200
2020-03-31,20200331102000000,5.3200,5.3200
2020-03-31,20200331102500000,5.3200,5.3200
2020-03-31,20200331103000000,5.3300,5.3200
2020-03-31,20200331103500000,5.3200,5.3200
2020-03-31,20200331104000000,5.3300,5.3100
2020-03-31,20200331104500000,5.3100,5.3100
2020-03-31,20200331105000000,5.3100,5.3200
2020-03-31,20200331105500000,5.3200,5.3200
2020-03-31,20200331110000000,5.3400,5.3300
2020-03-31,20200331110500000,5.3300,5.3100
2020-03-31,20200331111000000,5.3200,5.3100
2020-03-31,20200331111500000,5.3100,5.3000
2020-03-31,20200331112000000,5.3100,5.2900
2020-03-31,20200331112500000,5.2900,5.2900
2020-03-31,20200331113000000,5.2900,5.3000
2020-03-31,20200331130500000,5.3000,5.2800
2020-03-31,20200331131000000,5.2700,5.2800
2020-03-31,20200331131500000,5.2800,5.2800
2020-03-31,20200331132000000,5.2800,5.2700
2020-03-31,20200331132500000,5.2800,5.2800
2020-03-31,20200331133000000,5.2800,5.2800
2020-03-31,20200331133500000,5.2800,5.2800
2020-03-31,20200331134000000,5.2800,5.2800
2020-03-31,20200331134500000,5.2800,5.2800
2020-03-31,20200331135000000,5.2800,5.2700
2020-03-31,20200331135500000,5.2800,5.2700
2020-03-31,20200331140000000,5.2600,5.2800
2020-03-31,20200331140500000,5.2800,5.2700
2020-03-31,20200331141000000,5.2700,5.2600
2020-03-31,20200331141500000,5.2600,5.2500
2020-03-31,20200331142000000,5.2600,5.2800
2020-03-31,20200331142500000,5.2700,5.2800
2020-03-31,20200331143000000,5.2700,5.2600
2020-03-31,20200331143500000,5.2600,5.2800
2020-03-31,20200331144000000,5.2800,5.2700
2020-03-31,20200331144500000,5.2700,5.2700
2020-03-31,20200331145000000,5.2700,5.2700
2020-03-31,20200331145500000,5.2700,5.2700
2020-03-31,20200331150000000,5.2600,5.2700
2020-04-01,20200401093500000,5.2400,5.3000
2020-04-01,20200401094000000,5.3000,5.3200
2020-04-01,20200401094500000,5.3200,5.3000
2020-04-01,20200401095000000,5.3100,5.3000
2020-04-01,20200401095500000,5.3100,5.3000
2020-04-01,20200401100000000,5.3000,5.2900
2020-04-01,20200401100500000,5.3000,5.2900
2020-04-01,20200401101000000,5.3000,5.2900
2020-04-01,20200401101500000,5.2900,5.2800
2020-04-01,20200401102000000,5.2800,5.2700
2020-04-01,20200401102500000,5.2700,5.2800
2020-04-01,20200401103000000,5.2800,5.2800
2020-04-01,20200401103500000,5.2800,5.2700
2020-04-01,20200401104000000,5.2700,5.2800
2020-04-01,20200401104500000,5.2800,5.2800
2020-04-01,20200401105000000,5.2800,5.3100
2020-04-01,20200401105500000,5.3100,5.3000
2020-04-01,20200401110000000,5.3000,5.3100
2020-04-01,20200401110500000,5.3100,5.3100
2020-04-01,20200401111000000,5.3000,5.3100
2020-04-01,20200401111500000,5.3000,5.3100
2020-04-01,20200401112000000,5.3100,5.2900
2020-04-01,20200401112500000,5.3000,5.2600
2020-04-01,20200401113000000,5.2600,5.2700
2020-04-01,20200401130500000,5.2700,5.2800
2020-04-01,20200401131000000,5.2700,5.2800
2020-04-01,20200401131500000,5.2700,5.2700
2020-04-01,20200401132000000,5.2700,5.2700
2020-04-01,20200401132500000,5.2700,5.2800
2020-04-01,20200401133000000,5.2800,5.2800
2020-04-01,20200401133500000,5.2800,5.2700
2020-04-01,20200401134000000,5.2800,5.2600
2020-04-01,20200401134500000,5.2600,5.2600
2020-04-01,20200401135000000,5.2600,5.2700
2020-04-01,20200401135500000,5.2600,5.2600
2020-04-01,20200401140000000,5.2600,5.2600
2020-04-01,20200401140500000,5.2600,5.2600
2020-04-01,20200401141000000,5.2600,5.2500
2020-04-01,20200401141500000,5.2400,5.2300
2020-04-01,20200401142000000,5.2300,5.2400
2020-04-01,20200401142500000,5.2400,5.2400
2020-04-01,20200401143000000,5.2300,5.2500
2020-04-01,20200401143500000,5.2400,5.2500
2020-04-01,20200401144000000,5.2400,5.2400
2020-04-01,20200401144500000,5.2300,5.2300
2020-04-01,20200401145000000,5.2300,5.2200
2020-04-01,20200401145500000,5.2200,5.2200
2020-04-01,20200401150000000,5.2200,5.2100
2020-04-02,20200402093500000,5.2000,5.2300
2020-04-02,20200402094000000,5.2200,5.2200
2020-04-02,20200402094500000,5.2200,5.1900
2020-04-02,20200402095000000,5.1900,5.2000
2020-04-02,20200402095500000,5.2000,5.2000
2020-04-02,20200402100000000,5.2100,5.1900
2020-04-02,20200402100500000,5.2000,5.2000
2020-04-02,20200402101000000,5.2000,5.2200
2020-04-02,20200402101500000,5.2100,5.2300
2020-04-02,20200402102000000,5.2300,5.2100
2020-04-02,20200402102500000,5.2200,5.2200
2020-04-02,20200402103000000,5.2200,5.2100
2020-04-02,20200402103500000,5.2100,5.2100
2020-04-02,20200402104000000,5.2200,5.2100
2020-04-02,20200402104500000,5.2100,5.2200
2020-04-02,20200402105000000,5.2200,5.2100
2020-04-02,20200402105500000,5.2100,5.2200
2020-04-02,20200402110000000,5.2100,5.2200
2020-04-02,20200402110500000,5.2200,5.2200
2020-04-02,20200402111000000,5.2200,5.2100
2020-04-02,20200402111500000,5.2100,5.2200
2020-04-02,20200402112000000,5.2200,5.2100
2020-04-02,20200402112500000,5.2200,5.2400
2020-04-02,20200402113000000,5.2300,5.2400
2020-04-02,20200402130500000,5.2400,5.2200
2020-04-02,20200402131000000,5.2200,5.2300
2020-04-02,20200402131500000,5.2300,5.2200
2020-04-02,20200402132000000,5.2200,5.2100
2020-04-02,20200402132500000,5.2200,5.2100
2020-04-02,20200402133000000,5.2100,5.2200
2020-04-02,20200402133500000,5.2200,5.2300
2020-04-02,20200402134000000,5.2300,5.2400
2020-04-02,20200402134500000,5.2400,5.2400
2020-04-02,20200402135000000,5.2300,5.2300
2020-04-02,20200402135500000,5.2300,5.2300
2020-04-02,20200402140000000,5.2400,5.2400
2020-04-02,20200402140500000,5.2400,5.2500
2020-04-02,20200402141000000,5.2500,5.2400
2020-04-02,20200402141500000,5.2400,5.2400
2020-04-02,20200402142000000,5.2400,5.2400
2020-04-02,20200402142500000,5.2400,5.2400
2020-04-02,20200402143000000,5.2400,5.2500
2020-04-02,20200402143500000,5.2500,5.2600
2020-04-02,20200402144000000,5.2600,5.2500
2020-04-02,20200402144500000,5.2500,5.2500
2020-04-02,20200402145000000,5.2600,5.2700
2020-04-02,20200402145500000,5.2600,5.2700
2020-04-02,20200402150000000,5.2700,5.2800
2020-04-03,20200403093500000,5.2600,5.2600
2020-04-03,20200403094000000,5.2600,5.2400
2020-04-03,20200403094500000,5.2400,5.2600
2020-04-03,20200403095000000,5.2500,5.2700
2020-04-03,20200403095500000,5.2700,5.2700
2020-04-03,20200403100000000,5.2600,5.2700
